sku,titulo,variante,Unidad,Unidades x dosis,contenido,dosis_totales,confianza,fuente,evidencia
VHMX01722,"Extracto de raíz de Bardana 2000mg de Nature's Answer | Apoya procesos de desintoxicación, estimula el sistema inmunológ",30ml,ml,2,30,15,alta,imagen,"etiqueta: Serving Size 2 mL (approx. 74 drops), Servings Per Container 15. Batch traía dosis=1, corregido a 2"
VHMX01733,Extracto de Hoja de Olivo Estandarizado 1500mg de Nature's Answer | Contribuye al bienestar general diario - Actúa como,60ml,ml,1.5,60,40,alta,imagen,"etiqueta: Serving Size 1.5 mL (63 drops), Servings Per Container 40. Batch traía dosis=2, corregido a 1.5"
VHMX01732,Glicinato y Malato de Magnesio 200mg de Nature's Answer | Favorece la función muscular de todo el organismo y contribuye,480 ml,Cucharadas,2,480,16,alta,imagen,"etiqueta: Serving Size 2 tablespoons (30 mL), Servings Per Container 16. Batch traía unidad=ml y dosis=30 (ml numérico); corregido a Cucharadas, dosis=2"
VHMX01731,"Mezcla natural de ingredientes herbales 500mg de Nature's Answer | Apoyo Respiratorio, ayuda a disolver y despejar mucos",60 ml,Sprays,8,60,60,alta,imagen,"etiqueta: Serving Size 8 Sprays (1 mL), Servings Per Container 60. Batch traía unidad=ml y dosis vacía; corregido a Sprays, dosis=8"
VHMX01730,Aceite de Orégano 150mg de Nature's Answer | Apoyo al bienestar  Intestinal e Inmunológico | 90 cápsulas blandas,90 Cápsulas,Softgels,1,90,90,alta,texto,Tomar 1 cápsula blanda
VHMX01726,"Extracto de Arándano, Ácido Caprílico, Uva Ursi 1955mg de Nature's Answer | Promueve la función del tracto urinario, pre",90 Cápsulas,Cápsulas,1,90,90,alta,texto,Tomar 1 Cápsula
VHMX01725,Extracto de Resina de Propóleo 1000mg de Nature's Answer | Apoyo al Sistema Inmunológico - Protegiendo al organismo de i,30 ml,ml,1,30,30,alta,imagen,"etiqueta: Serving Size 1 mL (approx. 40 drops), Servings Per Container 30. Batch traía dosis=2, corregido a 1"
VHMX01724,Raíz de Valeriana 1500mg de Nature's Answer | Promueve un sueño profundo y reparador que contribuye a la relajación | 90,90 Cápsulas,Cápsulas,2,90,45,alta,texto,Tomar 2 cápsulas
VHMX01723,Extracto Líquido de Raíz de Regaliz 525 mg - 1500mg por porción de Nature's Answer | Apoyo para el Bienestar Digestivo -,30 ml,ml,2,30,15,alta,imagen,"etiqueta: Serving Size 2 mL (approx. 67 drops), Servings Per Container 15. Batch traía dosis=1, corregido a 2"
VHMX01727,Aceite de Orégano 13mg de Nature's Answer | Apoyo para el bienestar Intestinal e Inmunológico del Organismo | Gotero de,30ml,Gotas,3,30,176,alta,imagen,"etiqueta: Serving Size 3 drops (0.17 mL), Servings Per Container approx 176. Batch traía unidad=ml y dosis=4; corregido a Gotas, dosis=3"
VHMX01728,"Extracto de Raíz de Diente de León 1350mg por porción de Nature's Answer | Apoya la función hepática y desintoxicante, R",60ml,ml,2,60,15,alta,imagen,"etiqueta: Serving Size 2 mL (approx. 77 drops), Servings Per Container 15"
VHMX01788,NMN Blend | Nicotinamida Mononucleotida 300mg por porción de B Life | 180 Cápsulas,180 cápsulas,Cápsulas,2,180,90,alta,texto,Tomar 2 cápsulas
VHMX01789,NADH Blend | Antioxidante Adicionado Con Citrato de Magnesio de B-Life | 180 Cápsulas,180 cápsulas,Cápsulas,1,180,180,alta,texto,Tomar 1 cápsula
VHMX01790,"Omega 3 Platinum, B Life, EPA 500 mg + DHA 200 mg, 180 cápsulas",180 cápsulas,Cápsulas,1,180,180,alta,texto,Tomar 1 cápsula
VHMX00119,Glutatión Aminoácidos 250mg de Now Foods | Desintoxicación y Apoyo de la función Antioxidante del Organismo | 60 cápsula,60 cápsulas,Cápsulas,1,60,60,alta,texto,Tomar 1 cápsula
VHMX01517,Multivitamínico Líquido con Lustriva para Mujeres de Mary Ruth's | Crecimiento Capilar y Cuidado de la Piel | 887 ml Sab,887ml,Cucharadas,2,887,30,alta,imagen,"etiqueta: Serving Size 2 Tbsp (30 mL), Servings Per Container About 30. Batch traía unidad=ml y dosis=30; corregido a Cucharadas, dosis=2"
VHMX01518,"Biotina, Ácido hialuronico, Selenio, Vitamina D - Mezcla patentada liposomal 15ml por sobre de Mary Ruth's | Diseñado pa",14 sobres de 15ml,Sticks,1,14,14,alta,texto,Tomar 1 sobre
VHMX01791,Cardo Mariano + Diente de León 550mg Mlk Thistle Blend de B-Life | 180 Cápsulas,180 cápsulas,Cápsulas,2,180,90,alta,imagen,"etiqueta img_1: Tamaño de la porción 2 Cápsulas (1.1g), Porciones por envase 90. Cápsula de gelatina → Cápsulas. Unidad corregida de Gramos."
VHMX01792,"Coenzima Q10, Cúrcuma, Vitamina C y Pimienta Negra Co Q-10 Blend de B-Life | 180 Cápsulas",180 cápsulas,Cápsulas,2,180,90,alta,imagen,"etiqueta img_1: Tomar 2 cápsulas (1g), tabla Por porción (1g). Cápsula de grenetina → Cápsulas. 180÷2=90 porciones. Unidad corregida de Gramos."
VHMX01793,"L-Treonato de Magnesio, Melena de León y Colágeno Hidrolizado Threonate Mag de B-Life | 180 Cápsulas",180 cápsulas,Cápsulas,3,180,60,alta,texto,Tomar 3 cápsulas
VHMX01794,Citrato de Magnesio en Polvo Citrate Mag Polvo de B-Life | 600 g -Limonada de Frambuesa,600g,Medidas,1,600,60,alta,imagen,"etiqueta img_1: Tamaño de la porción 1 medida (10g), Porciones por envase 60. Polvo en scoop → Medidas. Unidad corregida de Gramos."
VHMX01795,Fórmula a base de L-Tirosina y L-Teanina Clarity Platinum de B-Life | 240 cápsulas,240 cápsulas,Cápsulas,4,240,60,alta,imagen,"etiqueta img_1: Tamaño de la porción 4 Cápsulas (2g), Porciones por envase 60. Cápsula de gelatina. dosis corregida de vacío a 4."
VHMX01796,"Glutatión, L-Cisteína, L-Glutamina y L-Glicina - Glutathione Blend de B-Life | 180 cápsulas",180 cápsulas,Cápsulas,2,180,90,alta,imagen,"etiqueta img_1: Tamaño de la porción 2 Cápsulas (1g), Porciones por envase 90. Cápsula de gelatina → Cápsulas. Unidad corregida de Gramos."
VHMX01797,NAC - N-Acetilcisteína 100mg Por Porción (N-Acetyl Cysteine) de B-Life | 180 Cápsulas,180 cápsulas,Cápsulas,2,180,90,alta,imagen,"etiqueta img_1: Tamaño de la porción 2 Cápsulas (1g), Porciones por envase 90. Cápsula de gelatina → Cápsulas. Unidad corregida de Gramos."
VHMX00278,Raíz de Diente de León 1575 por servicio de Nature's Way | Apoyo de la función urinaria - Aporta antioxidantes naturales,100 cápsulas,Cápsulas,3,100,33.3,alta,texto,Tomar 3 cápsulas
VHMX01652,"Milk Thistle Liver Detox de Irwin Naturals, Silimarina (extracto de cardo mariano) | Contribuye a la protección celular ",60 Cápsulas,Cápsulas,2,60,30,alta,texto,Tomar 2 cápsulas
VHMX01656,"Triple-Source Magnesium + Ashwagandha Irwin Naturals, Magnesio y Ashwagandha | Reduce el estrés | 60 cápsulas",60 Cápsulas,Cápsulas,3,60,20,alta,texto,Tomar 3 cápsulas
VHMX01661,Ginkgo Smart + Colina + DMAE + omega-3 de Irwin Naturals | Estimula el enfoque y rendimiento diario |60 Cápsulas,60 Cápsulas,Softgels,2,60,30,alta,texto,Tomar 2 cápsulas blandas
VHMX01664,EstroPause Menopause Support de Irwin Naturals | Equilibrio hormonal | 80 Cápsulas,80 Cápsulas,Softgels,4,80,20,alta,texto,Tomar 2 a 4 softgels
VHMX01667,Mighty Moringa de Irwin Naturals | Contribuye al bienestar cardiovascular |60 Cápsulas,60 Cápsulas,Softgels,2,60,30,alta,texto,Tomar 2 cápsulas blandas
VHMX01668,One-Per-Day Mega B-12 de Irwin Naturals| Promueve energía física y mental con MCTs | 60 Cápsulas,60 Cápsulas,Softgels,1,60,60,alta,texto,Tomar 1 softgel
VHMX01670,Whole-Body Turmeric + Curcumin C3 Complex de Irwin Naturals | Aporta antioxidantes que combaten el estrés oxidativo | 60,60 Cápsulas,Softgels,2,60,30,alta,texto,Tomar 2 cápsulas blandas
VHMX01672,"Sinetrol, Toronja y Naranja Dulce - Stored Fat Belly Burner de Irwin Naturals | Favorece el metabolismo energético | 60 ",60 Cápsulas,Softgels,3,60,20,alta,texto,Tomar 3 cápsulas blandas
VHMX01673,Mega D3 &amp; K2 + Extracto de Curcuma de Irwin Naturals |  Apoya el funcionamiento adecuado del sistema nervioso | 60 C,60 Cápsulas,Softgels,2,60,30,alta,texto,Tomar 2 cápsulas blandas
VHMX01674,High Potency D3 & K2 Complex de Irwin Naturals: Apoyo Óseo y Cardiovascular | 60 Cápsulas,60 Cápsulas,Cápsulas,2,60,30,alta,texto,Tomar 2 cápsulas
VHMX01653,Fat Reduction Max Accelerator de Irwin Naturals con Sinetrol | Estimula el metabolismo de forma natural | 72 Cápsulas,72 Cápsulas,Cápsulas,3,72,24,alta,texto,Tomar 3 cápsulas
VHMX01638,NAC 600 mg Respiratory Support de Nature’s Secret | Refuerza las defensas respiratorias | 60 tabletas,60 tabletas,Tabletas,2,60,30,alta,texto,Tomar 2 tabletas
VHMX01639,Calcio + Cáscara Sagrada - Weekend Colon Flush de Natures Secret | Diseñado para apoyar la limpieza rápida del colon | 1,16 tabletas,Tabletas,2,16,8,alta,texto,Tomar 1 a 2 tabletas
VHMX01650,Suplemento de Cardo Mariano Liver Detox & Blood Refresh de Irwin Naturals |  Complementa procesos de detoxificación | 60,60 Capsulas Blandas,Softgels,2,60,30,alta,texto,Tomar 2 cápsulas blandas
VHMX01651,"L-Citrulina, Nitric Oxide Pre-Sport de Irwin Naturals | Aumenta la energía y el rendimiento físico | 60 cápsulas",60 Capsulas Blandas,Softgels,4,60,15,alta,texto,Tomar 4 cápsulas blandas
VHMX01654,Brain Awake con L-Teanina y MCT de Irwin Naturals | Apoya el suministro de energía física y mental |60 cápsulas,60 Capsulas Blandas,Softgels,3,60,20,alta,texto,Tomar 3 cápsulas blandas
VHMX00032,Omega-3 Molecularmente Destilado 1000 mg de Now Foods | Apoya la función cardiovascular |  Diferentes presentaciones en,200 Cápsulas,Softgels,2,200,100,alta,texto,Tomar 2 cápsulas blandas
VHMX00033,Omega-3 Molecularmente Destilado 1000 mg de Now Foods | Apoya la función cardiovascular |  Diferentes presentaciones en,200 Gomitas,Softgels,2,200,100,media,imagen,"etiqueta img_1 (frasco softgels): Serving Size 2 Softgels, Servings Per Container 50 — corresponde a presentación de 100 softgels. Variante del batch dice 200 Gomitas; etiqueta visible es de softgels. Contenido mantenido en 200 por variante; dosis_totales calculado 200÷2=100."
VHMX02220,Omega-3 Molecularmente Destilado 1000 mg de Now Foods | Apoya la función cardiovascular |  Diferentes presentaciones en,30 Cápsulas,Softgels,2,30,15,alta,texto,Tomar 2 cápsulas blandas
VHMX00007,"Vitamina D-3 5000 UI Alta Potencia, Soporte Inmunológico, Fortalece Dientes y Huesos, Mejora la Salud Muscular, No GMO |",30 cápsulas,Softgels,1,30,30,alta,texto,Tomar 1 cápsula blanda
VHMX00008,"Vitamina D-3 5000 UI Alta Potencia, Soporte Inmunológico, Fortalece Dientes y Huesos, Mejora la Salud Muscular, No GMO |",120 Cápsulas,Softgels,1,120,120,alta,texto,Tomar 1 cápsula blanda
VHMX01798,Ashwagandha 500mg VitaMX | Apoyo para el Manejo del Estrés y Bienestar General | 100 Cápsulas,100 capsulas,Cápsulas,2,100,50,alta,texto,Tomar 1 o 2 cápsulas
VHMX01803,Resveratrol Natsa | Antioxidante Natural | 100 cápsulas,100 Cápsulas,Cápsulas,2,100,50,alta,texto,Tomar 2 cápsulas
VHMX01800,"NAD Liposomal + CoQ10, Resveratrol y Vitamina C Natsa | Regeneración Celular y Vitalidad | 60 cápsulas",60 capsulas,Cápsulas,2,60,30,alta,texto,Tomar 2 cápsulas
VHMX01802,"Enzimas Digestivas con Bromelina, Papaina y Vitaminas B Natsa | Apoyo Digestivo Natural | 100 Cápsulas",100 capsulas,Cápsulas,2,100,50,alta,texto,Tomar 2 cápsulas
VHMX01801,"Valeriana, pasiflora, tila y manzanilla ZLP de NATSA | Apoyo para el sueño reparador | 100 cápsulas",100 comprimidos,Cápsulas,2,100,50,alta,imagen,"etiqueta img_1: Tamaño de porción 2 cápsulas (1g), Porciones por envase 50. Cápsula de gelatina → Cápsulas."
VHMX01799,Berberina HCL | NATSA | Apoyo Metabólico y Control de Azúcar | 60 cápsulas,60 Cápsulas,Cápsulas,2,60,30,alta,texto,Consumir 2 cápsulas
VHMX00949,Rhodiola Rosea de Commons  Hongo Adaptógeno | Reduce el impacto del estrés físico y mental | 100g,100 g,Gramos,1,100,100,alta,imagen,"etiqueta img_1: Tamaño de la porción 1 gramo, 100 Porciones por envase. Polvo sin mención de cucharadita → Gramos."
VHMX00950,"Reishi Hongo Adaptógeno Commons  | Estrés, Sueño y Descanso | Polvos 100g",100 gr,Cucharaditas,1,100,100,alta,imagen,etiqueta img_1: Tamaño de la Porción 1 cdita (1g). img_0 frente confirma 100g cont. neto y 100 porciones. Unidad corregida de Gramos a Cucharaditas.
VHMX00137,"Mezcla de Enzimas Digestivas con Bromelina, Bilis de Buey, Pancreatina y Papaína de NOW Foods | Enzimas para la Absorció",180 Cápsulas,Cápsulas,1,180,180,alta,imagen,etiqueta img_1: Serving Size 1 Capsule. Cápsula de gelatina. Servings per container no visible; calculado 180÷1=180. Unidad corregida de Tabletas a Cápsulas.
VHMX01815,NMN Puro 250 mg | Genex | Apoyo Premium a la Longevidad y Energía Celular | 60 Cápsulas Vegetales,60 Cápsulas,Cápsulas,2,60,30,alta,texto,Tomar 2 cápsula
VHMX01804,FemmeBalance | IVB Wellness Lab | Apoyo Hormonal y Equilibrio Femenino | 60 Cápsulas,60 Cápsulas,Cápsulas,2,60,30,alta,texto,Tomar 2 cápsulas
VHMX01806,TyroEnergy | IVB Wellness Lab | Apoyo para la Energía y la Función Tiroidea | 60 Cápsulas,60 Cápsulas,Cápsulas,2,60,30,alta,texto,Tomar 2 cápsulas
VHMX01808,Magnesio Total | IVB Wellness Lab | Bisglicinato y Malato | Apoyo Muscular y Nervioso | 60 Cápsulas,60 Cápsulas,Cápsulas,2,60,30,alta,texto,Tomar 2 cápsulas
VHMX01810,ZeroDol Palmitoiletanolamida 500 mg | IVB Wellness Lab | Bienestar articular y muscular | 60 Cápsulas,60 Cápsulas,Cápsulas,1,60,60,alta,texto,Tomar 1 cápsula
VHMX01811,"Vitamina D3 + K2  | IVB Wellness Lab | Soporte Óseo, Absorción de Calcio y Apoyo Cardiovascular | 60 Cápsulas",60 Cápsulas,Cápsulas,1,60,60,alta,texto,Tomar 1 cápsula
VHMX01814,Vegan Omega 3+ | IVB Wellness Lab | DHA y EPA de Microalgas | 60 Cápsulas,60 Cápsulas,Cápsulas,1,60,60,alta,texto,Tomar 1 cápsula
VHMX02631,Vegan Omega 3+ | IVB Wellness Lab | DHA y EPA de Microalgas | 60 Cápsulas,90 Cápsulas,Cápsulas,1,90,90,alta,texto,Tomar 1 cápsula
VHMX01816,"Collagenics | Metagenics  | Soporte para Colágeno, Piel, Articulaciones y Tejido Conectivo | 60 Tabletas",60 tabletas,Tabletas,1,60,60,alta,texto,Tomar 1 tableta
VHMX01817,"CoQ10 ST-100 | Metagenics | Coenzima Q10, Vitamina E y Zinc | 60 Cápsulas",60 cápsulas,Softgels,1,60,60,alta,texto,Tomar 1 cápsula blanda
VHMX01818,Mag Glycinate | Metagenics | Magnesio Bisglicinato | Sistema nervioso y muscular | 120 Tabletas,120 tabletas,Tabletas,2,120,60,alta,texto,Tomar 2 tabletas
VHMX01819,Vitamina B3 | Multigenics Intensive Care Formula | Metagenics | Energía y metabolismo | 120 Tabletas,120 tabletas,Tabletas,1,120,120,alta,texto,Tomar 1 tableta
VHMX01820,Omega-3 | OmegaGenics EPA-DHA 720 | Metagenics | 60 Cápsulas,60 cápsulas,Cápsulas,2,60,30,alta,texto,Tomar 2 cápsulas
VHMX01826,Creatine Monohydrate Support | Creatina Monohidratada NutriADN | 300 gr 100 Porciones por envase,300 gr,Medidas,1,300,60,alta,imagen,"etiqueta img_1: Tamaño de la porción 1 scoop (5g), Porciones por envase 60 aprox."
VHMX01821,Omega-3 EPA DHA – Soporte Cardiovascular y Cognitivo | OmegaGenics EPA-DHA 1000 | Metagenics | 60 Cápsulas,60 cápsulas,Cápsulas,1,60,60,alta,texto,Tomar 1 cápsula
VHMX01822,Multivitamínico avanzado PhytoMulti Metagenics | Apoya salud visual y cardiovascular| 60 cápsulas,60 cápsulas,Cápsulas,1,60,60,alta,texto,Tomar 1 cápsula
VHMX01823,SpectraSoy de Metagenics con Isoflavonas de Soya | Equilibrio Hormonal | 90 tabletas,90 Cápsulas,Tabletas,1,90,90,alta,imagen,etiqueta img_1: Por porción 1 Tableta de 250mg. 90 tabletas por título. dosis_totales=90÷1=90.
VHMX01824,UltraFlora EQ | Probióticos de Metagenics | Bienestar digestivo| 60 cápsulas,60 Cápsulas,Cápsulas,1,60,60,alta,texto,Tomar 1 cápsula
VHMX01825,UltraFlora Women's | Probióticos de Metagenics | Equilibrio Femenino | 30 cápsulas,30 Cápsulas,Cápsulas,1,30,30,alta,texto,Tomar 1 cápsula
VHMX01829,VALARA Proteína Vegana en Polvo 528 g | Baja en Carbohidratos y Libre de Azúcar | 16 Porciones,528 gr / Choco Avellana,Medidas,1,528,16,alta,imagen,"etiqueta img_1: Tamaño de la porción 33g (1 scoop/porción), Porción por envase 16 aprox. Variante Choco Avellana."
VHMX01828,VALARA Proteína Vegana en Polvo 528 g | Baja en Carbohidratos y Libre de Azúcar | 16 Porciones,528 gr / Vainilla,Medidas,1,528,16,alta,imagen,"etiqueta img_1: Tamaño de la porción 33g (1 scoop/porción), Porción por envase 16 aprox. Variante Vainilla. Misma fórmula que VHMX01829."
VHMX01830,Longevity Support NutriADN | Promueve la regeneración celular | 90 cápsulas,90 Cápsulas,Cápsulas,3,90,30,alta,texto,Tomar 3 cápsulas
VHMX00015,Vitamina D3 10.000 UI de NOW Foods | Apoyo del Sistema Inmunitario y Ósea | 30 y 120 cápsulas blandas,30 cápsulas,Softgels,1,30,30,alta,texto,Tomar 1 cápsula blanda
VHMX00016,Vitamina D3 10.000 UI de NOW Foods | Apoyo del Sistema Inmunitario y Ósea | 30 y 120 cápsulas blandas,120 Cápsulas,Softgels,1,120,120,alta,texto,Tomar 1 cápsula blanda
VHMX01836,Perform Mix de Munar | Equilibrio Hormonal y Bienestar Femenino | Polvos 90 g,90 gr,Medidas,1,90,45,alta,imagen,"etiqueta img_1 (Perform Mix, blend Melena de León + Cordyceps + Reishi): Porción 1 scoop (2g aprox), 45 porciones por envase. img_0 confirma Perform Mix 90g cont. neto."
VHMX01837,Balance Mix de Munar | Suplemento Natural para Equilibrio Hormonal y Bienestar Integral | Polvos 90 gr,90 gr,Medidas,1,90,45,alta,imagen,"etiqueta img_1 (Balance Mix, blend Reishi + Maitake): Porción 1 scoop (2g aprox), 45 porciones por envase."
VHMX01839,"Cordyceps de Munar | Energía, Resistencia y Vitalidad  | Polvos 90 gr",90 gr,Medidas,1,90,45,alta,imagen,"etiqueta img_1 (Cordyceps Munar): Porción 1 scoop (2g aprox), 45 porciones por envase."
VHMX01840,Green Alba de Natural Health | Mezcla de Super Greens con Lactobacilos y Enzimas Digestivas | Polvo 180 gr,180 gr,Sticks,1,180,30,alta,imagen,"etiqueta img_2: Tamaño de la porción 6g (1 stick), Porciones por envase 30. Unidad corregida de Sticks (ya coincidía)."
VHMX01841,Revibe Up! de Natural Health | Electrolitos sin Azúcar Añadida con BCAA's y Glutamina  | 180 gr,180 gr,Sticks,1,180,30,alta,imagen,"etiqueta img_2: Tamaño de la porción 6g (1 stick), Porciones por envase 30. Unidad corregida de Sticks (ya coincidía)."
VHMX01842,Golden Mushroom de Natural Health | Café Soluble con Adaptógenos y Hongos Funcionales | Polvos 300 gr,300 gr,Cucharadas,1,300,64,alta,imagen,"etiqueta img_1: Modo de empleo disolver 1 cucharada (4.7g aprox.), 300g ÷ 4.7g ≈ 64 porciones. Batch traía unidad=Tazas/dosis=3 pero eso es la recomendación diaria máxima, no el serving size."
VHMX01843,"Proyectile 500mg de Natural Health | Maca, Shilajit y Tribulus Terrestris para Energía y Vitalidad Masculina | 120 cápsu",120,Cápsulas,2,120,60,alta,texto,Tomar 2 cápsulas
VHMX01844,"Aqua Glam de Natural Health | Colágeno Marino + NAD Booster con Vitaminas, Biotina, Resveratrol y Ácido Hialurónico | Re",300 gr,Cucharadas,1,300,40,alta,imagen,"etiqueta img_1: Tamaño de la porción 7.5g (1 cucharada), Porciones por envase: 40"
VHMX01845,Soulax 500 mg de Natural Health | Glicinato de Magnesio + Bacopa Monnieri para Relajación y Enfoque Mental | 120 cápsula,120 Cápsulas,Cápsulas,2,120,60,alta,texto,Tomar 2 cápsulas
VHMX00550,"Enzimas Digestivas Digest Basic de Enzymedica | Apoyo Suave para Digestión, Reducción de Gases e Hinchazón | 90 Cápsulas",90 Cápsulas,Cápsulas,1,90,90,alta,texto,Tomar 1 cápsula
VHMX01858,Magnesio Hello Balance! de Silvia Strauss | Energía y Relajación Muscular | 100 Cápsulas,100 Cápsulas,Cápsulas,1,100,100,alta,texto,Tomar 1 cápsula
VHMX01850,Citrato de Magnesio 400 mg de Nutravia | Energía y Relajación Muscular |  90 y 180 Cápsulas,90 Cápsulas,Cápsulas,3,90,30,alta,texto,Tomar 3 cápsulas
